-73.96134	40.60122	25.47	495
-73.786305	40.63944	2.06	653
-73.786312	40.63959	14.04	743
-73.790755	40.639622	18.93	392
-73.788177	40.641445	16.75	692
-73.78811	40.641482	20.63	380
-73.78799	40.641495	10.79	695
-73.78799	40.641497	20.44	509
-73.788107	40.641517	19.22	379
-73.786	40.641627	17.1	357
-73.788565	40.641665	17.84	360
-73.786057	40.641775	17.25	660
-73.788605	40.641797	12.57	503
-73.788612	40.641927	0.25	622
-73.78932	40.641975	18.51	370
-73.789962	40.64365	17.35	928
-73.79028	40.643672	9.86	362
-73.790138	40.643932	19.45	653
-73.790697	40.643955	18.11	510
-73.790392	40.643982	18.07	531
-73.79084	40.644027	18.78	574
-73.790597	40.644087	11.68	552
-73.790302	40.644117	3.17	583
-73.790597	40.644142	11.89	637
-73.790227	40.644172	19.01	559
-73.786645	40.644292	16.91	626
-73.786695	40.644317	11.2	705
-73.786683	40.644335	10.29	527
-73.782325	40.644562	20.85	372
-73.78217	40.6446	23.71	369
-73.782158	40.644612	5.5	677
-73.781775	40.644612	11.42	436
-73.781912	40.644627	18.97	728
-73.782125	40.644642	12.02	390
-73.781933	40.644647	14.66	713
-73.781975	40.644652	13.59	386
-73.78177	40.64468	15.56	412
-73.794757	40.644682	17.75	661
-73.78202	40.644712	18.35	499
-73.78213	40.64472	19.22	369
-73.781825	40.644752	4.02	467
-73.78214	40.644755	18.53	512
-73.78174	40.644767	18.83	588
-73.781892	40.644772	18.15	487
-73.781817	40.644777	11.69	577
-73.781717	40.644792	22.44	555
-73.781817	40.6448	17.83	384
-73.781815	40.644817	13.12	461
-73.781727	40.64482	17.77	367
-73.781825	40.644825	24.04	712
-73.781798	40.644825	17.82	878
-73.782065	40.644832	21.93	676
-73.781703	40.64485	19.33	400
-73.781485	40.644852	17.31	422
-73.791685	40.644935	17.29	622
-73.781097	40.644992	16.91	621
-73.782102	40.645007	20.13	336
-73.78107	40.645007	18.1	518
-73.781028	40.645012	16.78	604
-73.781075	40.645035	3.05	612
-73.79858	40.645072	19.08	394
-73.78112	40.645097	1.8	656
-73.776827	40.64513	13.62	1250
-73.776892	40.645152	14.79	629
-73.790752	40.645197	23.63	450
-73.776832	40.645205	18.36	640
-73.77675	40.645237	0.72	410
-73.776695	40.645267	19.83	410
-73.776712	40.6453	15.62	650
-73.781482	40.645322	13.71	651
-73.788477	40.645327	18.2	640
-73.776785	40.645382	19.65	615
-73.77675	40.645422	6.27	710
-73.791025	40.645457	13.56	663
-73.776702	40.645462	13.33	647
-73.78025	40.64548	17.31	386
-73.776787	40.645497	11.52	525
-73.776637	40.645567	19.17	588
-73.791255	40.64565	17.39	402
-73.776825	40.645717	19.06	615
-73.776742	40.645792	22.05	335
-73.780287	40.645842	16.86	604
-73.7768	40.645882	17.32	351
-73.776917	40.646177	18.02	371
-73.777	40.646267	10.27	440
-73.780632	40.64634	19.98	406
-73.78389	40.646375	21.7	585
-73.78085	40.646532	18.1	472
-73.789785	40.646557	17.61	403
-73.789785	40.646557	3.15	456
-73.781082	40.646635	21.09	401
-73.970222	40.646652	3.7	643
-73.78117	40.646677	19.65	331
-73.77854	40.64675	17.2	534
-73.778542	40.64676	22.54	652
-73.782797	40.646767	23.16	621
-73.781732	40.646792	21.23	386
-73.778277	40.646815	21.08	641
-73.789872	40.647005	18.36	479
-73.779852	40.647082	18.52	397
-73.77993	40.647115	17.97	407
-73.79031	40.647125	18.48	682
-73.790495	40.647165	13	678
-73.790097	40.647297	20.26	503
-73.788355	40.647347	18.61	667
-73.789822	40.647667	12.62	386
-73.78101	40.647745	16.07	626
-73.785235	40.64844	18.19	358
-73.78437	40.648612	18.01	366
-73.78357	40.648622	14.86	368
-73.783595	40.648712	18.14	528
-73.783555	40.648752	22.85	915
-73.78548	40.650022	19.37	444
-73.785942	40.6513	17.07	660
-73.786397	40.65216	17.44	578
-73.787807	40.654202	23.43	369
-73.790988	40.65564	3.5	459
-73.753712	40.65695	12.85	389
-74.001557	40.656952	1.49	402
-73.962497	40.663412	4.65	719
-73.964242	40.665827	2.84	552
-73.981688	40.666782	1.28	477
-73.981607	40.666865	1.46	688
-73.996765	40.668857	1.09	470
-73.989482	40.66924	0.98	521
-73.989365	40.669497	2.58	36
-73.977602	40.671637	0.56	692
-73.990523	40.671957	2.52	681
-73.968945	40.672395	4.17	732
-73.968925	40.672467	4.26	595
-73.998722	40.672777	5.92	533
-73.956852	40.673617	2.04	46
-73.985417	40.674155	2.91	582
-73.97117	40.67551	4.96	575
-74.00078	40.676092	1.66	447
-73.971775	40.676302	0.84	674
-73.971833	40.67642	4.12	511
-74.001227	40.676852	5.14	458
-73.972362	40.677177	6.76	38
-73.972545	40.67735	4.13	448
-73.9725	40.67738	3.57	611
-73.80292	40.67739	13.81	690
-73.981182	40.677495	1.55	392
-73.972722	40.677667	3.79	397
-74.000363	40.677765	1.94	517
-73.973335	40.678427	4.46	657
-73.968543	40.678457	1.96	607
-74.000012	40.678462	0.76	410
-74.000003	40.67853	1.34	377
-73.995937	40.678587	0.77	509
-73.99996	40.678667	4.92	664
-73.9591	40.679157	1.84	533
-73.99969	40.679262	1.2	47
-73.955827	40.679397	11.6	23
-73.981328	40.679792	2.79	32
-73.999272	40.67997	2.4	523
-73.977962	40.680042	4.05	617
-73.974647	40.680162	7.85	455
-73.977965	40.680227	4.5	601
-73.999127	40.680382	9.09	506
-73.804708	40.68082	16.85	400
-73.998877	40.680872	1.16	474
-73.99443	40.680875	5.36	587
-73.975245	40.68098	4.54	606
-73.994282	40.681127	5.97	36
-73.977122	40.681375	1.28	621
-73.998542	40.681545	5.45	421
-73.993985	40.681547	12.31	668
-73.998505	40.681557	1.58	397
-73.993697	40.682025	3.29	387
-73.998222	40.682175	4.79	605
-73.998263	40.682197	1.57	556
-73.998062	40.682392	6.83	371
-73.998052	40.6825	19.33	658
-73.993095	40.682832	0.85	52
-73.976493	40.682847	1.63	646
-73.965705	40.683192	3.57	548
-73.997555	40.683557	1.49	621
-73.975778	40.683597	0.61	399
-73.99251	40.683632	5.3	33
-73.997257	40.684042	1.11	670
-73.99199	40.684477	7.7	458
-74.003247	40.684597	0.41	624
-73.977827	40.68471	8.4	580
-73.977903	40.684792	3.07	585
-73.980282	40.68516	1.88	536
-73.981172	40.685577	0.49	623
-73.978468	40.685597	4.7	623
-73.99648	40.685895	0.87	446
-73.996415	40.68598	0.68	555
-73.996407	40.686005	1.25	508
-73.990898	40.686082	7.29	586
-73.996332	40.686152	0.95	620
-73.996232	40.686277	1.18	421
-73.974667	40.686437	1.39	614
-73.996135	40.686477	8.12	576
-73.807402	40.686492	14.05	652
-73.95956	40.686672	2.41	39
-73.97941	40.686925	0.81	630
-73.99593	40.68695	1.31	519
-73.984888	40.68699	10.58	627
-73.986408	40.687505	1.86	565
-73.993177	40.68788	1.17	562
-73.987225	40.687905	4.01	616
-73.987203	40.687947	3.92	612
-73.995432	40.688162	3.7	538
-73.980705	40.68872	1.11	594
-73.989388	40.68881	9.26	497
-73.994952	40.688985	0.54	684
-73.980912	40.68904	9.8	381
-73.994827	40.689082	0.94	399
-73.980985	40.689135	3.47	642
-73.990317	40.689297	2.54	614
-73.991567	40.68938	10.88	450
-73.992562	40.689422	8.02	530
-73.981198	40.689477	5.41	724
-73.994682	40.689497	0.56	688
-73.97001	40.68951	0.76	583
-73.990112	40.689725	0.53	480
-73.98132	40.689787	3.68	548
-73.97797	40.689847	6.52	382
-73.994382	40.690087	2.61	471
-73.989842	40.69013	6.06	453
-73.994302	40.690327	0.58	688
-73.981673	40.690327	3.61	545
-73.935645	40.690408	3.25	468
-73.99531	40.690497	5.3	447
-73.955307	40.690577	4.05	34
-73.994175	40.690612	6.69	446
-73.996402	40.690767	1.02	612
-73.989835	40.691322	6.18	32
-73.939607	40.691347	6.72	382
-73.98919	40.691452	7.46	541
-73.98911	40.691517	3.35	635
-73.98895	40.691655	4.53	464
-73.989107	40.691707	2.01	540
-73.989215	40.69172	3.82	463
-73.993563	40.691807	2.6	689
-73.989028	40.691817	2.34	524
-73.980085	40.69196	1.15	726
-73.988948	40.691992	1.6	645
-73.98889	40.692117	1.63	753
-73.993362	40.692207	4.48	583
-73.966677	40.69231	1.12	586
-73.97097	40.692792	2.05	537
-73.969837	40.693098	2.78	614
-73.969935	40.693185	3.36	495
-73.988702	40.693247	5.45	574
-73.973527	40.693312	7.66	612
-73.992762	40.693322	2.2	448
-73.992597	40.693472	0.45	543
-73.992702	40.69351	3.82	638
-73.992562	40.693512	3.06	546
-73.983092	40.693562	7.62	577
-73.988867	40.69357	0.62	526
-73.988885	40.693572	4.16	510
-73.983577	40.693742	3.06	618
-73.988642	40.693752	7.5	633
-73.992523	40.693782	8.06	590
-73.983735	40.693822	2.57	620
-73.988817	40.69384	1.58	396
-73.987167	40.693847	0.75	622
-73.929573	40.69388	5.9	24
-73.99252	40.693942	0.48	560
-73.992637	40.693947	2.63	688
-73.992635	40.693975	3.78	645
-73.992327	40.69404	2.74	386
-73.983545	40.694392	5.72	378
-73.992452	40.69441	1.26	481
-73.992407	40.694432	4	662
-73.983985	40.694497	2.55	671
-73.93737	40.694572	1.68	39
-73.988945	40.694897	1.17	620
-73.983735	40.695017	2.9	528
-73.93194	40.69504	1.69	44
-73.992037	40.69537	5.58	517
-73.987172	40.695542	1.35	667
-73.991605	40.695597	8.54	645
-73.995483	40.695925	3.19	456
-73.985387	40.695947	2.55	696
-73.991337	40.696167	1.2	587
-73.991392	40.696215	1.44	463
-73.98763	40.696237	1.49	560
-73.95967	40.696435	2.26	747
-73.991143	40.696522	0.55	587
-73.991202	40.696607	0.67	475
-73.934723	40.696715	3.24	529
-73.935727	40.696867	3.63	609
-73.991285	40.697017	1.72	670
-73.993182	40.697102	4.47	615
-73.984937	40.697207	4.24	722
-73.98504	40.69753	3.75	493
-73.993005	40.697547	0.59	564
-73.991385	40.69807	2.32	539
-73.986965	40.698552	3.54	673
-73.994107	40.69915	1.42	558
-73.9829	40.699787	2.99	633
-73.98978	40.69997	4.84	584
-73.993405	40.700247	3.63	582
-73.807677	40.70033	1.17	559
-73.98959	40.700687	3.33	596
-73.989382	40.700767	6.05	613
-73.990337	40.700777	5.24	33
-73.991353	40.700792	1.32	516
-74.011797	40.701397	4.93	395
-74.010862	40.701477	6.47	596
-74.013843	40.701602	0.25	621
-73.992307	40.70163	3.65	380
-74.012287	40.701707	0.58	649
-74.009413	40.701817	5.13	628
-74.01244	40.701862	1.19	724
-73.935658	40.702242	4.35	616
-74.00953	40.702252	5.21	680
-74.013065	40.70232	1.18	624
-74.013132	40.702365	5.47	641
-74.012612	40.702502	0.69	538
-74.013037	40.702595	4.26	586
-74.011437	40.70276	5.14	624
-74.01007	40.70288	15.25	718
-73.929747	40.702965	2.01	173
-74.007815	40.703112	0.93	620
-74.010867	40.703205	4.79	616
-74.0101	40.703372	4.17	585
-74.01772	40.703452	3.19	726
-74.016565	40.703617	3.81	654
-74.011573	40.703617	0.91	390
-74.01175	40.70371	2.83	618
-74.009947	40.703767	4.82	513
-74.009155	40.70408	1.33	525
-74.008865	40.704105	8.38	464
-74.009663	40.704138	4.68	563
-74.008627	40.70422	4.03	635
-74.008727	40.70428	1.11	563
-74.011717	40.704312	3.02	635
-74.012843	40.704345	2.19	600
-74.00886	40.704352	2.5	589
-74.014292	40.704382	18.97	554
-74.008603	40.704382	7.58	531
-74.007985	40.704547	7.22	629
-74.007985	40.704547	1.23	648
-74.007595	40.704667	9.52	383
-74.01411	40.704677	1.59	44
-74.010665	40.704765	5.66	539
-74.017037	40.70479	1.9	554
-74.00877	40.704797	1.4	541
-74.01713	40.704835	1.25	573
-74.008452	40.704877	7.89	671
-74.007722	40.704942	1.15	628
-74.007345	40.704985	0.57	434
-74.007658	40.704992	7.37	634
-74.007065	40.705015	5.88	422
-74.00988	40.70504	0.69	634
-74.01597	40.705057	0.69	531
-74.01721	40.705182	4.51	640
-74.007245	40.705222	5.47	470
-74.017205	40.705232	5.89	612
-74.007527	40.705272	6.8	446
-74.017185	40.705277	7.92	517
-74.009642	40.705322	6.67	571
-74.007992	40.705335	1.91	554
-74.00747	40.705397	5.68	605
-74.016912	40.705415	0.46	1077
-74.007325	40.705427	4.17	675
-74.017118	40.705435	4.56	522
-74.009665	40.705497	4.19	423
-74.017085	40.7055	6.65	474
-74.00753	40.705507	5.88	600
-74.008517	40.70555	6.66	529
-74.016242	40.705695	2.48	635
-74.010412	40.705697	2.19	543
-74.00791	40.705707	5.13	395
-74.007737	40.70572	1.14	669
-74.009812	40.705735	0.78	528
-74.009305	40.705737	3.62	604
-74.00994	40.705772	1.54	668
-74.0075	40.705812	3.61	569
-74.009665	40.705817	3.1	691
-74.00875	40.70582	3.54	590
-74.006115	40.705915	7.8	520
-74.009787	40.705957	12.87	572
-74.006045	40.706002	15.33	395
-74.006962	40.706072	5.04	613
-74.009372	40.706147	1.92	468
-74.00316	40.70618	6.73	743
-74.005452	40.706182	1.65	625
-74.01279	40.706202	7.91	658
-74.003173	40.706292	1.09	473
-74.00835	40.706342	4.53	392
-74.003092	40.706392	1.54	531
-74.009623	40.706397	1.16	525
-74.016302	40.70643	2.56	634
-74.0163	40.706467	3.06	459
-74.005655	40.706562	5.53	541
-74.002447	40.706602	5.29	608
-74.004573	40.706692	0.29	450
-74.00907	40.706805	1.27	458
-74.01226	40.706845	3.04	608
-74.003482	40.706872	1.62	688
-74.016032	40.706897	2.59	639
-74.00852	40.706925	1.63	473
-74.004605	40.707057	0.95	455
-74.017352	40.707115	2.48	586
-74.004262	40.707195	3.42	550
-74.004262	40.707195	1.07	564
-74.004715	40.707267	4.33	521
-74.004595	40.707367	2.58	644
-74.008612	40.707387	2.89	457
-74.001332	40.707395	1.38	642
-74.015495	40.70748	3.18	418
-74.004945	40.7075	5.59	535
-74.0053	40.707547	6.89	551
-74.004532	40.70758	5.77	680
-74.004512	40.70765	5.65	679
-74.005512	40.70768	1.06	462
-74.00383	40.70768	4.8	587
-74.014593	40.707712	0.95	523
-74.012342	40.70773	4.92	627
-74.008995	40.707747	5.82	402
-74.009952	40.707777	4.91	397
-74.016732	40.70781	3.26	503
-74.004653	40.707835	1.75	661
-74.008405	40.707852	1.8	552
-74.011683	40.70791	3.79	628
-73.944907	40.707932	10.95	24
-74.00686	40.70794	2.01	477
-74.016545	40.70801	0.99	532
-74.007833	40.708015	1.39	395
-74.006782	40.708047	4.06	615
-74.00012	40.70805	3.29	636
-74.015872	40.708087	13.38	514
-74.003722	40.708127	0.9	651
-74.006367	40.708315	5.24	669
-74.01752	40.708362	3.72	575
-74.00851	40.708517	1.09	688
-74.007565	40.708525	0.96	524
-74.006815	40.708527	2.03	536
-74.006813	40.708527	6.47	543
-74.015747	40.708557	9.35	563
-74.015457	40.708572	1.44	649
-74.01019	40.708587	1.59	464
-74.0171	40.708652	1.81	644
